,age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income
6152,40.0 - 45.0,Private,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6153,58.0 - 90.0,Local-gov,5th-6th,3,Widowed,Asian-Pac-Islander,Female,0.0 - 36.0,<=50K
6154,16.0 - 25.0,Private,9th,5,Never-married,White,Female,0.0 - 36.0,<=50K
6155,45.0 - 50.0,Private,HS-grad,9,Widowed,Black,Female,0.0 - 36.0,<=50K
6156,40.0 - 45.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6157,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6158,40.0 - 45.0,Private,Bachelors,13,Divorced,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
6160,35.0 - 40.0,Private,Bachelors,13,Never-married,White,Female,40.0 - 50.0,<=50K
6161,16.0 - 25.0,Private,10th,6,Never-married,White,Female,0.0 - 36.0,<=50K
6162,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
6163,31.0 - 35.0,Private,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
6165,40.0 - 45.0,Local-gov,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
6166,35.0 - 40.0,Private,HS-grad,9,Married-spouse-absent,White,Male,0.0 - 36.0,<=50K
6167,50.0 - 58.0,State-gov,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6168,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,40.0 - 50.0,<=50K
6169,58.0 - 90.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
6171,40.0 - 45.0,Federal-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6173,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6176,45.0 - 50.0,Local-gov,Masters,14,Married-civ-spouse,Black,Female,0.0 - 36.0,>50K
6178,16.0 - 25.0,Private,Bachelors,13,Never-married,Other,Female,0.0 - 36.0,<=50K
6179,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
6180,50.0 - 58.0,Private,Doctorate,16,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6181,50.0 - 58.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6182,16.0 - 25.0,Private,7th-8th,4,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6183,16.0 - 25.0,Private,Some-college,10,Separated,Black,Female,0.0 - 36.0,<=50K
6184,40.0 - 45.0,Local-gov,Some-college,10,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
6185,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
6186,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6187,16.0 - 25.0,Private,9th,5,Never-married,White,Male,36.0 - 40.0,<=50K
6190,16.0 - 25.0,Private,11th,7,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
6191,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6192,31.0 - 35.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6194,25.0 - 31.0,Private,Bachelors,13,Never-married,Other,Female,36.0 - 40.0,>50K
6196,16.0 - 25.0,Local-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
6197,58.0 - 90.0,Private,7th-8th,4,Widowed,White,Female,0.0 - 36.0,<=50K
6198,25.0 - 31.0,Private,Masters,14,Never-married,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
6199,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
6200,45.0 - 50.0,Private,HS-grad,9,Divorced,Black,Female,36.0 - 40.0,<=50K
6201,45.0 - 50.0,Private,Some-college,10,Divorced,White,Male,36.0 - 40.0,>50K
6202,50.0 - 58.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6203,35.0 - 40.0,Private,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6204,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6205,31.0 - 35.0,Private,Some-college,10,Never-married,White,Male,50.0 - 99.0,<=50K
6207,31.0 - 35.0,Private,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6208,58.0 - 90.0,Private,HS-grad,9,Divorced,White,Female,50.0 - 99.0,<=50K
6209,58.0 - 90.0,Private,Some-college,10,Divorced,White,Male,36.0 - 40.0,<=50K
6210,50.0 - 58.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6211,58.0 - 90.0,Private,12th,8,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6213,35.0 - 40.0,Private,10th,6,Separated,White,Female,36.0 - 40.0,<=50K
6215,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Female,40.0 - 50.0,<=50K
6216,31.0 - 35.0,Private,10th,6,Divorced,White,Female,0.0 - 36.0,<=50K
6218,45.0 - 50.0,Private,Masters,14,Divorced,White,Male,36.0 - 40.0,<=50K
6220,25.0 - 31.0,Self-emp-inc,Some-college,10,Never-married,White,Female,36.0 - 40.0,>50K
6221,58.0 - 90.0,Private,9th,5,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6223,25.0 - 31.0,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6225,31.0 - 35.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
6227,25.0 - 31.0,Local-gov,Bachelors,13,Never-married,White,Female,36.0 - 40.0,<=50K
6228,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6230,35.0 - 40.0,State-gov,Some-college,10,Divorced,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
6231,25.0 - 31.0,State-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
6233,25.0 - 31.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6234,25.0 - 31.0,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6236,40.0 - 45.0,Private,Assoc-acdm,12,Never-married,White,Male,0.0 - 36.0,>50K
6237,16.0 - 25.0,Self-emp-inc,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
6238,45.0 - 50.0,Federal-gov,Bachelors,13,Married-civ-spouse,Other,Male,36.0 - 40.0,>50K
6239,50.0 - 58.0,Self-emp-not-inc,Doctorate,16,Divorced,White,Female,0.0 - 36.0,<=50K
6240,45.0 - 50.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6241,45.0 - 50.0,Local-gov,Bachelors,13,Never-married,White,Male,50.0 - 99.0,>50K
6242,16.0 - 25.0,Private,11th,7,Never-married,Black,Female,0.0 - 36.0,<=50K
6243,58.0 - 90.0,Private,5th-6th,3,Widowed,Black,Female,0.0 - 36.0,<=50K
6244,25.0 - 31.0,Private,HS-grad,9,Separated,White,Male,0.0 - 36.0,<=50K
6245,45.0 - 50.0,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6247,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
6248,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,>50K
6249,31.0 - 35.0,Local-gov,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
6250,25.0 - 31.0,Private,11th,7,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6251,16.0 - 25.0,State-gov,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
6253,16.0 - 25.0,Private,9th,5,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6254,31.0 - 35.0,Private,Some-college,10,Divorced,White,Male,36.0 - 40.0,<=50K
6255,40.0 - 45.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6258,40.0 - 45.0,Private,Masters,14,Divorced,White,Male,36.0 - 40.0,<=50K
6259,50.0 - 58.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6260,50.0 - 58.0,Self-emp-not-inc,11th,7,Divorced,White,Male,50.0 - 99.0,<=50K
6261,50.0 - 58.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6263,40.0 - 45.0,Private,Masters,14,Divorced,Amer-Indian-Eskimo,Female,0.0 - 36.0,<=50K
6264,31.0 - 35.0,Private,10th,6,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6265,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6266,16.0 - 25.0,Private,9th,5,Never-married,White,Male,36.0 - 40.0,<=50K
6270,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6272,50.0 - 58.0,Private,5th-6th,3,Never-married,Asian-Pac-Islander,Female,40.0 - 50.0,<=50K
6274,35.0 - 40.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6276,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6278,58.0 - 90.0,State-gov,Doctorate,16,Widowed,Black,Male,40.0 - 50.0,>50K
6280,50.0 - 58.0,Private,Some-college,10,Widowed,White,Female,36.0 - 40.0,<=50K
6281,35.0 - 40.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6283,25.0 - 31.0,Local-gov,Masters,14,Never-married,White,Male,40.0 - 50.0,<=50K
6285,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
6287,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6288,25.0 - 31.0,Private,Masters,14,Never-married,Asian-Pac-Islander,Female,0.0 - 36.0,<=50K
6289,58.0 - 90.0,Private,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6291,16.0 - 25.0,State-gov,12th,8,Never-married,White,Male,0.0 - 36.0,<=50K
6292,16.0 - 25.0,Private,Some-college,10,Never-married,Black,Male,0.0 - 36.0,<=50K
6293,58.0 - 90.0,Private,Some-college,10,Widowed,White,Male,0.0 - 36.0,<=50K
6295,50.0 - 58.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6296,58.0 - 90.0,Private,Masters,14,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6297,31.0 - 35.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
6298,25.0 - 31.0,Private,Masters,14,Never-married,Black,Female,36.0 - 40.0,<=50K
6299,40.0 - 45.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6300,16.0 - 25.0,Federal-gov,HS-grad,9,Never-married,Amer-Indian-Eskimo,Female,0.0 - 36.0,<=50K
6301,45.0 - 50.0,Self-emp-inc,HS-grad,9,Divorced,White,Female,50.0 - 99.0,<=50K
6304,31.0 - 35.0,Private,Prof-school,15,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6306,45.0 - 50.0,Self-emp-not-inc,Bachelors,13,Divorced,White,Male,50.0 - 99.0,<=50K
6309,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6310,35.0 - 40.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6315,40.0 - 45.0,Private,Bachelors,13,Married-spouse-absent,White,Female,50.0 - 99.0,>50K
6316,40.0 - 45.0,Private,Masters,14,Divorced,White,Female,0.0 - 36.0,<=50K
6320,25.0 - 31.0,Private,11th,7,Separated,White,Male,36.0 - 40.0,<=50K
6322,45.0 - 50.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
6323,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
6325,40.0 - 45.0,Private,Assoc-acdm,12,Never-married,White,Female,40.0 - 50.0,<=50K
6326,31.0 - 35.0,Local-gov,Masters,14,Never-married,White,Female,0.0 - 36.0,<=50K
6327,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
6328,40.0 - 45.0,Private,11th,7,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6329,58.0 - 90.0,Private,HS-grad,9,Divorced,White,Female,36.0 - 40.0,>50K
6330,45.0 - 50.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6331,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6332,40.0 - 45.0,Private,Assoc-acdm,12,Divorced,White,Female,36.0 - 40.0,<=50K
6333,35.0 - 40.0,Private,Bachelors,13,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
6336,16.0 - 25.0,Private,Assoc-acdm,12,Never-married,White,Female,0.0 - 36.0,<=50K
6337,16.0 - 25.0,Self-emp-inc,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
6338,40.0 - 45.0,Local-gov,Assoc-voc,11,Divorced,White,Female,0.0 - 36.0,<=50K
6339,58.0 - 90.0,Private,Prof-school,15,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6342,35.0 - 40.0,Private,Bachelors,13,Separated,White,Female,40.0 - 50.0,>50K
6343,40.0 - 45.0,Private,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6344,31.0 - 35.0,Private,5th-6th,3,Married-civ-spouse,Other,Male,40.0 - 50.0,>50K
6345,45.0 - 50.0,Private,1st-4th,2,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6346,45.0 - 50.0,Private,9th,5,Divorced,White,Female,36.0 - 40.0,<=50K
6347,25.0 - 31.0,Private,Some-college,10,Never-married,White,Male,50.0 - 99.0,<=50K
6348,50.0 - 58.0,Private,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6349,58.0 - 90.0,Federal-gov,HS-grad,9,Never-married,White,Female,36.0 - 40.0,<=50K
6350,35.0 - 40.0,Self-emp-inc,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
6351,50.0 - 58.0,Private,HS-grad,9,Divorced,Black,Male,36.0 - 40.0,<=50K
6352,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
6353,50.0 - 58.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
6354,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
6355,50.0 - 58.0,Private,Some-college,10,Divorced,White,Male,50.0 - 99.0,>50K
6359,35.0 - 40.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6360,25.0 - 31.0,Private,HS-grad,9,Separated,White,Male,50.0 - 99.0,<=50K
6361,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6363,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
6364,40.0 - 45.0,Private,10th,6,Divorced,White,Female,36.0 - 40.0,<=50K
6365,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
6366,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6367,25.0 - 31.0,Private,HS-grad,9,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
6368,40.0 - 45.0,Federal-gov,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6369,45.0 - 50.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6370,58.0 - 90.0,Local-gov,Bachelors,13,Widowed,White,Female,40.0 - 50.0,<=50K
6372,16.0 - 25.0,Private,Assoc-acdm,12,Never-married,White,Female,36.0 - 40.0,<=50K
6374,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
6376,58.0 - 90.0,Self-emp-not-inc,Masters,14,Never-married,White,Female,0.0 - 36.0,<=50K
6377,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6378,45.0 - 50.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6379,16.0 - 25.0,Private,Some-college,10,Never-married,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
6380,45.0 - 50.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
6381,25.0 - 31.0,Private,Assoc-acdm,12,Divorced,White,Female,36.0 - 40.0,<=50K
6382,40.0 - 45.0,Private,HS-grad,9,Never-married,Black,Male,0.0 - 36.0,<=50K
6384,58.0 - 90.0,Private,Assoc-voc,11,Widowed,White,Female,40.0 - 50.0,<=50K
6386,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6387,31.0 - 35.0,Private,11th,7,Never-married,White,Female,50.0 - 99.0,<=50K
6389,35.0 - 40.0,Local-gov,Assoc-acdm,12,Never-married,Black,Male,36.0 - 40.0,<=50K
6390,40.0 - 45.0,State-gov,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
6391,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6392,45.0 - 50.0,Self-emp-not-inc,Prof-school,15,Never-married,White,Male,0.0 - 36.0,<=50K
6393,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,36.0 - 40.0,>50K
6394,31.0 - 35.0,Private,Assoc-acdm,12,Divorced,White,Female,36.0 - 40.0,<=50K
6395,16.0 - 25.0,Private,12th,8,Never-married,White,Male,50.0 - 99.0,<=50K
6398,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6399,40.0 - 45.0,Private,Masters,14,Never-married,White,Male,36.0 - 40.0,>50K
6402,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6403,25.0 - 31.0,Private,5th-6th,3,Never-married,White,Male,36.0 - 40.0,<=50K
6404,31.0 - 35.0,Private,10th,6,Divorced,White,Female,36.0 - 40.0,<=50K
6407,31.0 - 35.0,Local-gov,Some-college,10,Divorced,Black,Female,36.0 - 40.0,<=50K
6408,35.0 - 40.0,State-gov,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
6409,16.0 - 25.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6410,16.0 - 25.0,State-gov,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
6411,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Female,40.0 - 50.0,>50K
6412,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6413,35.0 - 40.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40.0 - 50.0,>50K
6414,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
6415,45.0 - 50.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
6416,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6417,35.0 - 40.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
6418,45.0 - 50.0,Private,7th-8th,4,Divorced,White,Male,36.0 - 40.0,<=50K
6419,45.0 - 50.0,Self-emp-not-inc,Some-college,10,Divorced,White,Female,50.0 - 99.0,<=50K
6420,40.0 - 45.0,Private,Some-college,10,Divorced,White,Male,40.0 - 50.0,<=50K
6421,58.0 - 90.0,Local-gov,10th,6,Divorced,Black,Male,0.0 - 36.0,<=50K
6422,16.0 - 25.0,Private,HS-grad,9,Never-married,Black,Female,50.0 - 99.0,<=50K
6424,50.0 - 58.0,Private,5th-6th,3,Divorced,White,Female,36.0 - 40.0,<=50K
6425,58.0 - 90.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
6426,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
6427,40.0 - 45.0,Local-gov,Bachelors,13,Divorced,White,Female,50.0 - 99.0,<=50K
6428,35.0 - 40.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
6429,40.0 - 45.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6431,31.0 - 35.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
6432,45.0 - 50.0,Private,HS-grad,9,Never-married,White,Female,36.0 - 40.0,<=50K
6433,31.0 - 35.0,Private,Prof-school,15,Married-AF-spouse,White,Female,50.0 - 99.0,>50K
6436,50.0 - 58.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6437,50.0 - 58.0,Federal-gov,Doctorate,16,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,>50K
6438,16.0 - 25.0,Private,Masters,14,Never-married,White,Female,36.0 - 40.0,<=50K
6439,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6440,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6443,25.0 - 31.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6444,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
6446,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
6448,40.0 - 45.0,Private,7th-8th,4,Divorced,White,Female,36.0 - 40.0,<=50K
6449,35.0 - 40.0,Private,Assoc-voc,11,Divorced,White,Female,0.0 - 36.0,<=50K
6452,40.0 - 45.0,Private,HS-grad,9,Widowed,White,Male,50.0 - 99.0,<=50K
6453,50.0 - 58.0,Private,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
6454,16.0 - 25.0,Private,Assoc-acdm,12,Never-married,White,Female,0.0 - 36.0,<=50K
6456,40.0 - 45.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6457,58.0 - 90.0,Federal-gov,Some-college,10,Divorced,Black,Female,36.0 - 40.0,<=50K
6458,50.0 - 58.0,Private,7th-8th,4,Separated,White,Female,0.0 - 36.0,<=50K
6459,45.0 - 50.0,Private,HS-grad,9,Never-married,White,Female,50.0 - 99.0,>50K
6460,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Male,40.0 - 50.0,<=50K
6461,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6463,58.0 - 90.0,Local-gov,Some-college,10,Divorced,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
6464,16.0 - 25.0,Private,Some-college,10,Never-married,Other,Female,0.0 - 36.0,<=50K
6465,45.0 - 50.0,Private,Masters,14,Never-married,White,Female,36.0 - 40.0,>50K
6466,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6467,16.0 - 25.0,Private,10th,6,Never-married,White,Female,0.0 - 36.0,<=50K
6468,35.0 - 40.0,Local-gov,Bachelors,13,Divorced,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
6469,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6470,40.0 - 45.0,Private,Some-college,10,Divorced,White,Male,40.0 - 50.0,<=50K
6472,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6473,16.0 - 25.0,State-gov,Assoc-voc,11,Never-married,White,Male,0.0 - 36.0,<=50K
6476,31.0 - 35.0,Private,11th,7,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6477,35.0 - 40.0,Private,9th,5,Never-married,Black,Male,36.0 - 40.0,<=50K
6478,45.0 - 50.0,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6479,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6480,35.0 - 40.0,Federal-gov,Some-college,10,Separated,White,Male,36.0 - 40.0,<=50K
6481,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
6482,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6483,25.0 - 31.0,Private,HS-grad,9,Separated,White,Female,0.0 - 36.0,<=50K
6484,45.0 - 50.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6487,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
6488,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6489,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
6491,16.0 - 25.0,Private,12th,8,Never-married,White,Female,0.0 - 36.0,<=50K
6492,40.0 - 45.0,State-gov,HS-grad,9,Separated,White,Male,36.0 - 40.0,<=50K
6493,35.0 - 40.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
6494,40.0 - 45.0,Private,HS-grad,9,Separated,Black,Male,36.0 - 40.0,<=50K
6496,35.0 - 40.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
6497,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
6498,50.0 - 58.0,Private,HS-grad,9,Married-spouse-absent,White,Male,36.0 - 40.0,>50K
6499,16.0 - 25.0,Private,Some-college,10,Married-AF-spouse,White,Female,36.0 - 40.0,<=50K
6500,40.0 - 45.0,Federal-gov,Bachelors,13,Never-married,White,Female,40.0 - 50.0,<=50K
6501,50.0 - 58.0,Private,Some-college,10,Divorced,White,Male,50.0 - 99.0,<=50K
6504,40.0 - 45.0,Private,Bachelors,13,Never-married,White,Female,40.0 - 50.0,<=50K
6505,45.0 - 50.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
6506,45.0 - 50.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
6510,50.0 - 58.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6511,45.0 - 50.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
6512,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
6514,25.0 - 31.0,Local-gov,10th,6,Never-married,White,Male,36.0 - 40.0,<=50K
6515,50.0 - 58.0,Private,12th,8,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
6516,25.0 - 31.0,Private,HS-grad,9,Never-married,Black,Female,36.0 - 40.0,<=50K
